R,k,p_k,p_k1,digits_N,F,f,u_up,u_dn,ncand_up,ncand_dn,q_k,T_up,T_dn
5,1593,13441,13451,5779.1,25303,14437,0.881124,0.073303,1197,100,1.27349600e-03,1.524375,0.12735
5,1594,13451,13457,5783.2,32371,22189,1.405514,0.648882,1880,894,1.27268144e-03,2.392641,1.137777
5,1595,13457,13463,5787.3,16883,19919,0.25403,0.479537,352,657,1.27186796e-03,0.447698,0.835617
5,1596,13463,13469,5791.5,16657,56167,0.236692,3.170094,331,4102,1.27105557e-03,0.420719,5.21387
5,1597,13469,13477,5795.6,20051,15329,0.487794,0.137419,671,194,1.27024426e-03,0.852334,0.246427
5,1598,13477,13487,5799.7,32789,15809,1.431156,0.172166,1918,247,1.26943399e-03,2.434774,0.31355
5,1599,13487,13499,5803.9,16691,35149,0.236462,1.603823,331,2149,1.26862475e-03,0.419915,2.726275
5,1600,13499,13513,5808.0,22153,19333,0.639384,0.430696,884,591,1.26781650e-03,1.12075,0.74928
5,1601,13513,13523,5812.1,21661,14083,0.60179,0.041411,831,60,1.26700920e-03,1.052885,0.076021
5,1602,13523,13537,5816.2,14593,15739,0.078008,0.162665,108,234,1.26620293e-03,0.13675,0.296291
5,1603,13537,13553,5820.4,18797,37951,0.386925,1.800192,542,2407,1.26539761e-03,0.685846,3.045812
5,1604,13553,13567,5824.5,15131,23677,0.11528,0.745191,163,1031,1.26459321e-03,0.206129,1.303796
5,1605,13567,13577,5828.6,14753,17203,0.086617,0.267069,123,376,1.26378977e-03,0.155446,0.475185
5,1606,13577,13591,5832.8,29789,21031,1.191818,0.547421,1622,761,1.26298734e-03,2.048565,0.961133
5,1607,13591,13597,5836.9,16097,19417,0.183864,0.428036,267,591,1.26218586e-03,0.337004,0.745952
5,1608,13597,13613,5841.0,32957,14029,1.420995,0.030559,1924,47,1.26138543e-03,2.426906,0.059285
5,1609,13613,13619,5845.2,16747,21001,0.229679,0.542037,327,752,1.26058593e-03,0.412212,0.947961
5,1610,13619,13627,5849.3,18553,14149,0.361488,0.038306,515,55,1.25978748e-03,0.648791,0.069288
5,1611,13627,13633,5853.4,17623,16477,0.292672,0.208611,415,298,1.25899006e-03,0.522481,0.375179
5,1612,13633,13649,5857.6,19991,26717,0.464649,0.957433,648,1320,1.25819369e-03,0.81531,1.660816
5,1613,13649,13669,5861.7,19157,21247,0.401492,0.554393,560,775,1.25739823e-03,0.704143,0.974484
5,1614,13669,13679,5865.8,24551,29153,0.794795,1.131223,1110,1555,1.25660363e-03,1.39483,1.954019
5,1615,13679,13681,5870.0,16607,26099,0.213873,0.907682,306,1253,1.25581002e-03,0.384278,1.57353
5,1616,13681,13687,5874.1,19087,18367,0.394535,0.34193,553,488,1.25501750e-03,0.694025,0.612449
5,1617,13687,13691,5878.3,28477,15461,1.07998,0.129282,1481,189,1.25422603e-03,1.857509,0.237049
5,1618,13691,13693,5882.4,14717,16937,0.074783,0.236909,104,336,1.25343563e-03,0.130357,0.421154
5,1619,13693,13697,5886.5,27017,16421,0.972476,0.198876,1344,284,1.25264631e-03,1.683557,0.355752
5,1620,13697,13709,5890.7,20477,17657,0.49369,0.287986,691,408,1.25185806e-03,0.865034,0.510758
5,1621,13709,13711,5894.8,15193,19571,0.108088,0.427394,153,599,1.25107075e-03,0.191414,0.749391
5,1622,13711,13721,5898.9,24967,15359,0.81962,0.119379,1136,172,1.25028454e-03,1.420323,0.215049
5,1623,13721,13723,5903.1,58763,18397,3.282081,0.340596,4322,484,1.24949929e-03,5.400336,0.604758
5,1624,13723,13729,5907.2,15671,20399,0.141452,0.485833,205,681,1.24871513e-03,0.255987,0.850375
5,1625,13729,13751,5911.4,17839,15289,0.297287,0.111846,421,161,1.24793199e-03,0.525379,0.200917
5,1626,13751,13757,5915.5,19841,39863,0.442248,1.897652,618,2565,1.24714967e-03,0.770738,3.198939
5,1627,13757,13759,5919.6,29741,27919,1.161567,1.029145,1597,1420,1.24636836e-03,1.99045,1.769843
5,1628,13759,13763,5923.8,17351,20903,0.260699,0.518782,367,724,1.24558813e-03,0.457131,0.901806
5,1629,13763,13781,5927.9,14327,20627,0.03962,0.496771,52,696,1.24480893e-03,0.06473,0.866387
5,1630,13781,13789,5932.0,24671,34159,0.78918,1.477264,1101,2021,1.24403060e-03,1.369678,2.514186
5,1631,13789,13799,5936.2,14533,15823,0.053192,0.146677,70,216,1.24325325e-03,0.087028,0.268543
5,1632,13799,13807,5940.3,14669,19207,0.062432,0.391106,86,545,1.24247686e-03,0.106853,0.67715
5,1633,13807,13829,5944.5,27481,22067,0.987201,0.595705,1370,840,1.24170146e-03,1.701131,1.043029
5,1634,13829,13831,5948.6,18061,21023,0.305835,0.519991,437,732,1.24092685e-03,0.542285,0.908358
5,1635,13831,13841,5952.7,17419,16901,0.258507,0.221082,369,314,1.24015330e-03,0.457617,0.389408
5,1636,13841,13859,5956.9,21023,13997,0.51692,0.009957,730,15,1.23938070e-03,0.904748,0.018591
5,1637,13859,13873,5961.0,18367,16381,0.323939,0.180783,467,263,1.23860895e-03,0.57843,0.325754
5,1638,13873,13877,5965.2,15331,16487,0.104778,0.188081,154,273,1.23783810e-03,0.190627,0.33793
5,1639,13877,13879,5969.3,20231,16091,0.45767,0.159377,648,234,1.23706827e-03,0.80162,0.289474
5,1640,13879,13883,5973.5,17333,24517,0.248505,0.765973,353,1080,1.23629949e-03,0.436414,1.335203
5,1641,13883,13901,5977.6,19429,15451,0.397669,0.111503,561,164,1.23553173e-03,0.693133,0.202627
5,1642,13901,13903,5981.7,21023,20959,0.51212,0.507516,724,715,1.23476480e-03,0.89397,0.882857
5,1643,13903,13907,5985.9,15359,16481,0.104408,0.185087,151,267,1.23399892e-03,0.186334,0.329478
5,1644,13907,13913,5990.0,19979,22271,0.435995,0.600733,615,849,1.23323406e-03,0.758439,1.047016
5,1645,13913,13921,5994.2,14929,25639,0.072409,0.84175,103,1179,1.23247018e-03,0.126944,1.453082
5,1646,13921,13931,5998.3,17903,23801,0.28512,0.708492,405,1001,1.23170726e-03,0.498841,1.232939
5,1647,13931,13933,6002.5,38281,14717,1.747506,0.056269,2393,75,1.23094527e-03,2.945652,0.092321
5,1648,13933,13963,6006.6,14159,26003,0.014037,0.862279,19,1213,1.23018432e-03,0.023374,1.492214
5,1649,13963,13967,6010.8,17497,20117,0.252739,0.440324,365,626,1.22942404e-03,0.44874,0.769619
5,1650,13967,13997,6014.9,19889,28807,0.420947,1.058084,599,1487,1.22866476e-03,0.73597,1.827025
5,1651,13997,13999,6019.0,18517,26687,0.322737,0.90635,469,1275,1.22790616e-03,0.575888,1.56558
5,1652,13999,14009,6023.2,19079,41081,0.36191,1.932472,515,2648,1.22714859e-03,0.631982,3.249489
5,1653,14009,14011,6027.3,16649,30323,0.188281,1.164228,272,1626,1.22639193e-03,0.333579,1.994113
5,1654,14011,14029,6031.5,15319,24071,0.091952,0.715803,136,1023,1.22563630e-03,0.166687,1.253826
5,1655,14029,14033,6035.6,14519,21247,0.034633,0.514074,45,733,1.22488149e-03,0.05512,0.897838
5,1656,14033,14051,6039.8,17921,18541,0.275425,0.31955,398,468,1.22412767e-03,0.487203,0.572892
5,1657,14051,14057,6043.9,22109,24043,0.572811,0.710393,821,1017,1.22337466e-03,1.004391,1.244172
5,1658,14057,14071,6048.1,30467,16607,1.165233,0.180229,1631,263,1.22262262e-03,1.994097,0.32155
5,1659,14071,14081,6052.2,16931,16831,0.2024,0.195299,294,284,1.22187145e-03,0.35923,0.347011
5,1660,14081,14083,6056.4,14831,17117,0.053114,0.215437,78,313,1.22112118e-03,0.095247,0.382211
5,1661,14083,14087,6060.5,20549,25583,0.458721,0.816072,658,1156,1.22037192e-03,0.803005,1.41075
5,1662,14087,14107,6064.7,23279,21977,0.650174,0.557879,933,800,1.21962365e-03,1.137909,0.975699
5,1663,14107,14143,6068.8,17099,22063,0.209008,0.559994,308,809,1.21887616e-03,0.375414,0.986071
5,1664,14143,14149,6073.0,15349,17729,0.084812,0.253021,129,371,1.21812925e-03,0.157139,0.451926
5,1665,14149,14153,6077.1,14153,16519,0.0,0.167173,1,248,1.21738330e-03,0.001217,0.301911
5,1666,14153,14159,6081.3,20773,31531,0.467123,1.226923,675,1727,1.21663832e-03,0.821231,2.101134
5,1667,14159,14173,6085.4,25561,16033,0.8035,0.131235,1147,198,1.21589429e-03,1.394631,0.240747
5,1668,14173,14177,6089.6,24439,14639,0.723848,0.032588,1045,47,1.21515111e-03,1.269833,0.057112
5,1669,14177,14197,6093.7,19391,17987,0.365852,0.266958,527,394,1.21440890e-03,0.639993,0.478477
5,1670,14197,14207,6097.9,18367,24439,0.292813,0.720208,434,1043,1.21366747e-03,0.526732,1.265855
5,1671,14207,14221,6102.0,52127,14447,2.665495,0.015892,3659,23,1.21292693e-03,4.4381,0.027897
5,1672,14221,14243,6106.2,28351,40277,0.990522,1.827845,1415,2557,1.21218723e-03,1.715245,3.099563
5,1673,14243,14249,6110.3,15497,29209,0.087585,1.049898,137,1503,1.21144828e-03,0.165968,1.820807
5,1674,14249,14251,6114.5,19237,19819,0.34987,0.390709,508,569,1.21071027e-03,0.615041,0.688894
5,1675,14251,14281,6118.6,17837,14629,0.249002,0.024368,370,38,1.20997325e-03,0.44769,0.045979
5,1676,14281,14293,6122.8,16993,16361,0.188904,0.144686,284,221,1.20923687e-03,0.343423,0.267241
5,1677,14293,14303,6126.9,24203,22973,0.692162,0.606167,1017,886,1.20850135e-03,1.229046,1.070732
5,1678,14303,14321,6131.1,22193,26813,0.549682,0.872285,811,1263,1.20776671e-03,0.979499,1.525409
5,1679,14321,14323,6135.3,14869,16333,0.038121,0.140334,63,215,1.20703287e-03,0.076043,0.259512
5,1680,14323,14327,6139.4,23017,27487,0.606547,0.918545,887,1324,1.20630000e-03,1.069988,1.597141
5,1681,14327,14341,6143.6,19889,14723,0.386863,0.026637,568,42,1.20556807e-03,0.684763,0.050634
5,1682,14341,14347,6147.7,15467,20693,0.078065,0.442322,125,648,1.20483698e-03,0.150605,0.780734
5,1683,14347,14369,6151.9,21929,15227,0.526133,0.059712,775,94,1.20410682e-03,0.933183,0.113186
5,1684,14369,14387,6156.0,18959,51859,0.317787,2.604574,472,3622,1.20337738e-03,0.567994,4.358633
5,1685,14387,14389,6160.2,24391,17393,0.695114,0.208771,1023,316,1.20264873e-03,1.23031,0.380037
5,1686,14389,14401,6164.4,19687,22409,0.367058,0.556072,542,822,1.20192104e-03,0.651441,0.987979
5,1687,14401,14407,6168.5,20047,21563,0.391476,0.496703,580,733,1.20119420e-03,0.696693,0.880475
5,1688,14407,14411,6172.7,19997,17183,0.387621,0.192353,574,290,1.20046827e-03,0.689069,0.348136
5,1689,14411,14419,6176.8,30491,17491,1.11464,0.213052,1602,324,1.19974328e-03,1.921989,0.388717
5,1690,14419,14423,6181.0,14543,17443,0.00832,0.209388,13,316,1.19901918e-03,0.015587,0.37889
5,1691,14423,14431,6185.2,34313,22229,1.377729,0.540364,1976,799,1.19829601e-03,2.367833,0.957439
5,1692,14431,14437,6189.3,19927,24547,0.380273,0.700284,561,1031,1.19757372e-03,0.671839,1.234699
5,1693,14437,14447,6193.5,17327,30161,0.199349,1.0877,299,1569,1.19685235e-03,0.357859,1.877861
5,1694,14447,14449,6197.6,21713,23291,0.502734,0.611945,742,902,1.19613183e-03,0.88753,1.078911
5,1695,14449,14461,6201.8,30643,18583,1.11901,0.285043,1610,431,1.19541226e-03,1.924614,0.515223
5,1696,14461,14479,6206.0,16937,19301,0.169763,0.333034,258,492,1.19469352e-03,0.308231,0.587789
5,1697,14479,14489,6210.1,23623,17497,0.630409,0.207606,931,317,1.19397555e-03,1.111591,0.37849
5,1698,14489,14503,6214.3,15187,18223,0.047163,0.256499,75,390,1.19325842e-03,0.089494,0.465371
5,1699,14503,14519,6218.4,18911,34729,0.3025,1.391969,452,2010,1.19254211e-03,0.539029,2.39701
5,1700,14519,14533,6222.6,22643,20593,0.55804,0.416982,830,622,1.19182657e-03,0.989216,0.741316
5,1701,14533,14537,6226.8,14633,25997,0.006604,0.788333,13,1158,1.19111184e-03,0.015484,1.379308
5,1702,14537,14543,6230.9,21001,15737,0.444062,0.082101,659,133,1.19039802e-03,0.784472,0.158323
5,1703,14543,14549,6235.1,28711,42569,0.9734,1.925906,1425,2748,1.18968509e-03,1.695301,3.269255
5,1704,14549,14551,6239.2,41647,28051,1.86214,0.927771,2653,1356,1.18897306e-03,3.154346,1.612247
5,1705,14551,14557,6243.4,15289,17419,0.050285,0.196606,81,299,1.18826195e-03,0.096249,0.35529
5,1706,14557,14561,6247.6,18049,25601,0.239544,0.75819,363,1113,1.18755173e-03,0.431081,1.321745
5,1707,14561,14563,6251.7,36527,15607,1.508206,0.071689,2165,113,1.18684242e-03,2.569514,0.134113
5,1708,14563,14591,6255.9,17107,14629,0.172435,0.002604,264,5,1.18613404e-03,0.313139,0.005931
5,1709,14591,14593,6260.1,54833,18121,2.757486,0.24176,3868,367,1.18542628e-03,4.585229,0.435051
5,1710,14593,14621,6264.2,18439,15233,0.261131,0.041858,402,68,1.18471946e-03,0.476257,0.080561
5,1711,14621,14627,6268.4,15383,15739,0.051685,0.076024,87,125,1.18401326e-03,0.103009,0.148002
5,1712,14627,14629,6272.6,15377,29287,0.051131,1.001982,85,1470,1.18330794e-03,0.100581,1.739463
5,1713,14629,14633,6276.7,19727,26879,0.348117,0.836876,520,1235,1.18260354e-03,0.614954,1.460515
5,1714,14633,14639,6280.9,23039,16141,0.57381,0.102603,857,165,1.18190004e-03,1.012888,0.195014
5,1715,14639,14653,6285.1,43609,18223,1.976114,0.243636,2829,373,1.18119740e-03,3.341607,0.440587
5,1716,14653,14657,6289.2,21649,22153,0.477042,0.511428,715,768,1.18049555e-03,0.844054,0.906621
5,1717,14657,14669,6293.4,21673,16903,0.477469,0.152294,716,233,1.17979459e-03,0.844733,0.274892
5,1718,14669,14683,6297.6,26017,18089,0.771913,0.231969,1144,355,1.17909443e-03,1.348884,0.418579
5,1719,14683,14699,6301.7,51787,15643,2.523165,0.064222,3579,105,1.17839504e-03,4.217476,0.123731
5,1720,14699,14713,6305.9,32917,24247,1.237273,0.647998,1808,978,1.17769642e-03,2.129275,1.151787
5,1721,14713,14717,6310.1,16493,15131,0.120677,0.028131,191,46,1.17699856e-03,0.224807,0.054142
5,1722,14717,14723,6314.2,17881,15391,0.214494,0.045371,327,77,1.17630159e-03,0.384651,0.090575
5,1723,14723,14731,6318.4,31013,14767,1.105288,0.002444,1618,7,1.17560548e-03,1.90213,0.008229
5,1724,14731,14737,6322.6,21391,20479,0.451517,0.389632,677,588,1.17491020e-03,0.795414,0.690847
5,1725,14737,14741,6326.7,37397,17291,1.536938,0.172987,2235,262,1.17421578e-03,2.624372,0.307645
5,1726,14741,14747,6330.9,40427,22697,1.741371,0.539093,2512,809,1.17352224e-03,2.947888,0.949379
5,1727,14747,14753,6335.1,32911,17327,1.230801,0.174473,1800,265,1.17282955e-03,2.111093,0.3108
5,1728,14753,14759,6339.2,14951,34267,0.013009,1.32177,23,1933,1.17213771e-03,0.026959,2.265742
5,1729,14759,14767,6343.4,16883,15797,0.143292,0.06975,218,114,1.17144672e-03,0.255375,0.133545
5,1730,14767,14771,6347.6,18661,18307,0.263354,0.239388,401,368,1.17075656e-03,0.469473,0.430838
5,1731,14771,14779,6351.7,22073,17551,0.493538,0.187563,743,287,1.17006726e-03,0.86936,0.335809
5,1732,14779,14783,6355.9,16937,14957,0.145708,0.01177,222,20,1.16937879e-03,0.259602,0.023388
5,1740,14851,14867,6389.3,17923,40499,0.205556,1.724087,315,2506,1.16390001e-03,0.366629,2.916733
5,1750,14947,14951,6431.0,17959,51427,0.201191,2.439703,309,3511,1.15712334e-03,0.357551,4.06266
7,600,4409,4421,1880.5,5737,10723,0.29767,1.425469,154,707,3.45780340e-03,0.532502,2.444667
7,604,4447,4451,1895.1,5167,18947,0.160863,3.256796,84,1551,3.43428657e-03,0.28848,5.326578
7,608,4481,4483,1909.7,6011,8693,0.340843,0.939103,177,475,3.41109015e-03,0.603763,1.620268
7,612,4513,4517,1924.3,5573,4801,0.233783,0.062874,124,35,3.38819952e-03,0.420137,0.118587
7,616,4547,4549,1939.0,6337,8293,0.393053,0.823038,209,425,3.36562001e-03,0.703415,1.430389
7,620,4583,4591,1953.6,7529,8179,0.639948,0.781529,334,407,3.34333103e-03,1.116673,1.360736
7,624,4621,4637,1968.3,4723,5449,0.018546,0.175113,13,97,3.32132779e-03,0.043177,0.322169
7,628,4649,4651,1982.9,12323,9461,1.649538,1.034186,844,543,3.29960371e-03,2.784866,1.791685
7,632,4673,4679,1997.6,5867,4751,0.2539,0.015388,140,8,3.27817791e-03,0.458945,0.026225
7,636,4721,4723,2012.3,5011,5683,0.060978,0.203261,36,112,3.25702218e-03,0.117253,0.364786
7,640,4751,4759,2027.0,6737,5711,0.415634,0.200042,229,112,3.23613383e-03,0.741075,0.362447
7,644,4789,4793,2041.7,8807,9907,0.837471,1.066973,453,578,3.21549654e-03,1.45662,1.858557
7,648,4813,4817,2056.4,6449,5413,0.3388,0.123728,189,66,3.19513222e-03,0.60388,0.210879
7,652,4871,4877,2071.2,10223,8609,1.096166,0.765225,602,420,3.17501198e-03,1.911357,1.333505
7,656,4909,4919,2085.9,5261,8861,0.069526,0.801382,42,448,3.15512515e-03,0.132515,1.413496
7,660,4937,4943,2100.7,8089,10009,0.636456,1.024884,357,571,3.13548265e-03,1.119367,1.790361
7,664,4967,4969,2115.5,14551,5879,1.928356,0.183135,1041,110,3.11609131e-03,3.243851,0.34277
7,668,4993,4999,2130.3,7307,7057,0.461692,0.411682,263,239,3.09694480e-03,0.814496,0.74017
7,672,5011,5021,2145.1,6691,5531,0.332603,0.101573,191,60,3.07803945e-03,0.587906,0.184682
7,676,5051,5059,2159.9,6011,7219,0.188179,0.426962,109,247,3.05936779e-03,0.333471,0.755664
7,680,5087,5099,2174.7,8863,8123,0.738184,0.593057,425,342,3.04091165e-03,1.292387,1.039992
7,684,5113,5119,2189.5,18097,7873,2.535261,0.537996,1390,310,3.02268006e-03,4.201525,0.937031
7,688,5167,5171,2204.4,5393,5441,0.042932,0.052214,23,31,3.00465753e-03,0.069107,0.093144
7,692,5197,5209,2219.2,14561,9973,1.795354,0.914571,1015,537,2.98684414e-03,3.031647,1.603935
7,696,5233,5237,2234.1,5477,6949,0.045828,0.326905,27,196,2.96923330e-03,0.080169,0.58197
7,700,5279,5281,2249.0,5591,7043,0.058701,0.333649,38,206,2.95182471e-03,0.112169,0.608076
7,704,5309,5323,2263.9,6679,11423,0.254744,1.14597,157,674,2.93461705e-03,0.460735,1.977932
7,708,5351,5381,2278.8,6899,6073,0.282104,0.128601,179,84,2.91760196e-03,0.522251,0.245079
7,712,5399,5407,2293.7,7129,9013,0.318476,0.666913,202,409,2.90076782e-03,0.585955,1.186414
7,716,5419,5431,2308.7,14621,6323,1.692138,0.164242,995,107,2.88413382e-03,2.869713,0.308602
7,720,5443,5449,2323.6,8039,5563,0.475317,0.020921,291,14,2.86769636e-03,0.8345,0.040148
7,724,5479,5483,2338.5,5791,7681,0.056174,0.400875,36,250,2.85144658e-03,0.102652,0.712862
7,728,5507,5519,2353.5,7417,5869,0.343903,0.063417,213,45,2.83538239e-03,0.603936,0.127592
7,732,5531,5557,2368.5,6947,8087,0.250135,0.455282,159,284,2.81950322e-03,0.448301,0.800739
7,736,5573,5581,2383.5,5717,6961,0.024368,0.247268,17,158,2.80379490e-03,0.047665,0.443
7,740,5639,5641,2398.5,9859,5737,0.74774,0.017018,477,14,2.78825342e-03,1.329997,0.039036
7,744,5653,5657,2413.5,8539,11503,0.509457,1.03341,321,644,2.77287857e-03,0.890094,1.785734
7,748,5683,5689,2428.5,15601,6569,1.74231,0.154684,1071,101,2.75768197e-03,2.953477,0.278526
7,752,5711,5717,2443.5,7583,6101,0.326395,0.067168,211,44,2.74265197e-03,0.5787,0.120677
7,756,5743,5749,2458.5,8123,9067,0.412941,0.577144,266,371,2.72778283e-03,0.72559,1.012007
7,760,5791,5801,2473.6,7333,11329,0.264092,0.952939,175,610,2.71306876e-03,0.474787,1.654972
7,764,5821,5827,2488.6,6379,14537,0.094731,1.494766,68,938,2.69851126e-03,0.183499,2.531204
7,768,5849,5851,2503.7,7873,6791,0.345582,0.160656,226,106,2.68411166e-03,0.606609,0.284516
7,772,5867,5869,2518.8,9539,10463,0.625319,0.782757,409,509,2.66987335e-03,1.091978,1.358966
7,776,5897,5903,2533.9,7297,7937,0.236151,0.344571,154,227,2.65579174e-03,0.408992,0.602865
7,780,5939,5953,2548.9,6101,9473,0.024861,0.591299,16,394,2.64185270e-03,0.04227,1.04089
7,784,6007,6011,2564.1,18451,14621,2.069539,1.432374,1330,927,2.62804379e-03,3.495298,2.436197
7,788,6043,6047,2579.2,6761,6173,0.118075,0.020837,82,16,2.61436981e-03,0.214378,0.04183
7,792,6073,6079,2594.3,25841,7243,3.250864,0.191479,2051,134,2.60083919e-03,5.334321,0.348512
7,796,6101,6113,2609.4,18119,9029,1.964011,0.477016,1279,326,2.58744968e-03,3.309348,0.843509
7,800,6133,6143,2624.6,9539,6143,0.552824,0.0,381,1,2.57419659e-03,0.980769,0.002574
7,804,6173,6197,2639.7,7789,7757,0.256898,0.251735,182,180,2.56107868e-03,0.466116,0.460994
7,808,6211,6217,2654.9,20441,7177,2.28792,0.154415,1501,109,2.54808747e-03,3.824679,0.277742
7,812,6247,6257,2670.1,6949,10529,0.110596,0.682755,80,475,2.53523122e-03,0.202818,1.204235
7,816,6271,6277,2685.3,17597,16007,1.803409,1.550104,1207,1048,2.52250235e-03,3.04466,2.643582
7,820,6301,6311,2700.5,15331,12899,1.429251,1.043892,972,715,2.50990438e-03,2.439627,1.794582
7,824,6329,6337,2715.7,7529,7577,0.188102,0.195676,130,138,2.49743376e-03,0.324666,0.344646
7,828,6359,6361,2730.9,7687,7607,0.208458,0.195881,147,139,2.48508906e-03,0.365308,0.345427
7,832,6379,6389,2746.1,7247,6491,0.134293,0.015965,95,10,2.47287129e-03,0.234923,0.024729
7,836,6427,6449,2761.3,6763,7151,0.04869,0.108854,35,79,2.46077055e-03,0.086127,0.194401
7,840,6473,6481,2776.6,11491,15137,0.773029,1.335596,546,928,2.44877879e-03,1.337033,2.272467
7,844,6529,6547,2791.8,14071,7703,1.149229,0.176569,815,134,2.43689795e-03,1.986072,0.326544
7,848,6563,6569,2807.1,9679,18503,0.473436,1.816715,347,1271,2.42512516e-03,0.841518,3.082334
7,852,6581,6599,2822.4,7537,7331,0.142143,0.110926,103,82,2.41347117e-03,0.248588,0.197905
7,856,6637,6653,2837.6,7793,16103,0.171351,1.420412,131,1019,2.40192532e-03,0.314652,2.447562
7,860,6673,6679,2852.9,6911,7297,0.034736,0.092529,29,70,2.39048396e-03,0.069324,0.167334
7,864,6701,6703,2868.2,11719,8089,0.748322,0.206773,543,153,2.37915323e-03,1.29188,0.36401
7,868,6733,6737,2883.6,8923,7841,0.324477,0.163871,241,123,2.36793260e-03,0.570672,0.291256
7,872,6779,6781,2898.9,7057,7207,0.040702,0.062823,35,48,2.35681295e-03,0.082488,0.113127
7,876,6803,6823,2914.2,11657,7559,0.708486,0.10787,524,83,2.34579788e-03,1.229198,0.194701
7,880,6833,6841,2929.5,7907,15383,0.155825,1.248648,119,918,2.33488431e-03,0.277851,2.143424
7,884,6869,6871,2944.9,7121,7307,0.036385,0.063455,28,47,2.32407346e-03,0.065074,0.109231
7,888,6907,6911,2960.2,10723,10889,0.551584,0.575604,419,436,2.31336269e-03,0.969299,1.008626
7,892,6949,6959,2975.6,7211,7001,0.036212,0.006035,29,9,2.30274734e-03,0.06678,0.020725
7,896,6971,6977,2991.0,7589,7507,0.087717,0.075964,68,55,2.29222901e-03,0.155872,0.126073
7,900,6997,7001,3006.3,16189,16363,1.312384,1.337238,982,998,2.28181053e-03,2.240738,2.277247
7,904,7027,7039,3021.7,13649,8969,0.939054,0.274187,709,211,2.27148841e-03,1.610485,0.479284
7,908,7069,7079,3037.1,7561,8513,0.068089,0.202571,52,153,2.26125803e-03,0.117585,0.345972
7,912,7121,7127,3052.5,11411,8171,0.601094,0.146485,465,114,2.25111315e-03,1.046768,0.256627
7,916,7159,7177,3067.9,13367,14683,0.862477,1.045841,670,803,2.24105721e-03,1.501508,1.799569
7,920,7207,7211,3083.4,7457,8191,0.034115,0.135903,24,108,2.23108523e-03,0.053546,0.240957
7,924,7229,7237,3098.8,16883,14447,1.332873,0.996269,1023,770,2.22120393e-03,2.272292,1.710327
7,928,7253,7283,3114.2,10159,8317,0.394892,0.141974,319,116,2.21141207e-03,0.70544,0.256524
7,932,7309,7321,3129.7,7477,9619,0.021309,0.313892,14,255,2.20169944e-03,0.030824,0.561433
7,936,7349,7351,3145.2,7829,18121,0.065025,1.465107,54,1140,2.19207154e-03,0.118372,2.498962
7,940,7411,7417,3160.6,8933,14699,0.204395,0.981799,171,780,2.18252309e-03,0.373211,1.702368
7,944,7457,7459,3176.1,8389,13933,0.124682,0.867945,107,704,2.17304967e-03,0.232516,1.529827
7,948,7487,7489,3191.6,11173,7681,0.491921,0.025638,406,26,2.16365735e-03,0.878445,0.056255
7,952,7517,7523,3207.1,10973,11789,0.458594,0.567061,380,461,2.15434804e-03,0.818652,0.993154
7,956,7541,7547,3222.6,14401,8101,0.908175,0.073407,731,63,2.14511988e-03,1.568083,0.135143
7,960,7561,7573,3238.1,16879,14537,1.228839,0.919583,986,742,2.13597422e-03,2.106071,1.584893
7,964,7589,7591,3253.7,14249,9001,0.877091,0.185746,710,154,2.12690845e-03,1.510105,0.327544
7,968,7621,7639,3269.2,10753,9433,0.407645,0.234847,343,200,2.11792197e-03,0.726447,0.423584
7,972,7669,7673,3284.7,9187,10589,0.197315,0.380034,167,319,2.10900805e-03,0.352204,0.672774
7,976,7691,7699,3300.3,9803,12041,0.273282,0.563969,233,466,2.10016915e-03,0.489339,0.978679
7,980,7723,7727,3315.8,7841,9437,0.014753,0.221302,11,189,2.09140587e-03,0.023005,0.395276
7,984,7757,7759,3331.4,7829,11801,0.009022,0.520943,6,430,2.08271544e-03,0.012496,0.895568
7,988,7817,7823,3346.9,11549,8111,0.476288,0.036815,403,32,2.07409392e-03,0.83586,0.066371
7,992,7853,7867,3362.5,15217,21929,0.934282,1.787467,784,1466,2.06553999e-03,1.619383,3.028082
7,996,7879,7883,3378.1,10009,8269,0.269694,0.048966,235,41,2.05705541e-03,0.483408,0.084339
7,1000,7919,7927,3393.7,8317,9203,0.049199,0.160969,44,141,2.04864176e-03,0.09014,0.288858
7,1004,7949,7951,3409.3,14033,14083,0.764935,0.771224,652,657,2.04029669e-03,1.330273,1.340475
7,1008,8009,8011,3424.9,11503,26317,0.435901,2.285108,380,1884,2.03201721e-03,0.772167,3.82832
7,1012,8053,8059,3440.5,18749,11789,1.326467,0.462837,1128,401,2.02380039e-03,2.282847,0.811544
7,1016,8087,8089,3456.1,11831,12301,0.462604,0.520707,403,455,2.01564732e-03,0.812306,0.91712
7,1020,8111,8117,3471.8,16927,17029,1.085376,1.097943,932,944,2.00756210e-03,1.871048,1.895139
7,1024,8161,8167,3487.4,23017,13883,1.818293,0.69989,1543,617,1.99954046e-03,3.085291,1.233716
7,1028,8191,8209,3503.1,15199,8243,0.851504,0.004142,747,7,1.99158130e-03,1.487711,0.013941
7,1032,8231,8233,3518.7,13469,9463,0.635977,0.149399,565,140,1.98368320e-03,1.120781,0.277716
7,1036,8263,8269,3534.4,14797,10139,0.789455,0.226146,698,208,1.97584993e-03,1.379143,0.410977
7,1040,8291,8293,3550.1,35437,10103,3.273122,0.218256,2734,201,1.96807790e-03,5.380725,0.395584
